,Ticker,Company,Country,Sector,Date,Weight
37,EHI US,Western Asset Global High Inco,United States,,2017-03-31,1.85745
38,HPS US,John Hancock Preferred Income,United States,,2017-03-31,1.66653
39,DBL US,Doubleline Opportunistic Cre,United States,,2017-03-31,0.709674
40,MMT US,Mfs Multimarket Income Trust,United States,,2017-03-31,1.92725
41,IGI US,Western Asset Inv Gra Def Op,United States,,2017-03-31,0.548834
42,PFD US,Flaherty & Crumrine Preferred Income Fund,United States,,2017-03-31,0.33012
43,MGF US,Mfs Govt Markets Inc Trust,United States,,2017-03-31,0.471293
44,BLW US,Blackrock Limited Duration Inc,United States,,2017-03-31,2.10319
45,BTZ US,Blackrock Credit Allocation In,United States,Financials,2017-03-31,5.82757
46,DUC US,Duff & Phelps Util & Corp Bd,United States,,2017-03-31,0.917694
47,TSI US,Tcw Strategic Income Fund In,United States,,2017-03-31,0.931179
48,PKO US,Pimco Income Opportunity Fund,United States,,2017-03-31,0.778464
49,FPF US,First Trust Intermediate Dur,United States,,2017-03-31,4.0343
50,JQC US,Nuveen Credit Strategies Incom,United States,,2017-03-31,4.23366
51,MCR US,Mfs Charter Income Trust,United States,,2017-03-31,1.87605
52,EVV US,Eaton Vance Limited Duration I,United States,,2017-03-31,5.8082
53,JPI US,Nuveen Pfd And Inc Term Fd,United States,,2017-03-31,1.57881
54,FAM US,First Trust Aberdeen Global,United States,,2017-03-31,0.736713
55,FTF US,Franklin Limited Duration Inco,United States,,2017-03-31,1.16527
0,JPI US,Nuveen Pfd And Inc Term Fd,United States,,2016-12-30,1.31089
1,PCN US,Pimco Corporate & Income Strat,United States,,2016-12-30,1.16547
2,PKO US,Pimco Income Opportunity Fund,United States,,2016-12-30,0.834584
3,FFC US,Flaherty & Crumrine Preferred,United States,,2016-12-30,1.67285
4,PFD US,Flaherty & Crumrine Preferred Income Fund,United States,,2016-12-30,0.312425
5,EVG US,Eaton Vance Short Duration Div,United States,,2016-12-30,0.9668
6,BKT US,Blackrock Income Trust Inc,United States,,2016-12-30,1.4199
7,BLW US,Blackrock Limited Duration Inc,United States,,2016-12-30,2.00036
8,DUC US,Duff & Phelps Util & Corp Bd,United States,,2016-12-30,0.905327
9,PDT US,John Hancock Premium Dividend,United States,,2016-12-30,2.08431
10,WIA US,Wa/Clay Us Infl-Lkd Sec&Inc,United States,,2016-12-30,1.3095
11,NBB US,Nuveen Build America Bond Fund,United States,,2016-12-30,1.54663
12,MGF US,Mfs Govt Markets Inc Trust,United States,,2016-12-30,0.463397
13,FPF US,First Trust Intermediate Dur,United States,,2016-12-30,3.89205
14,EHI US,Western Asset Global High Inco,United States,,2016-12-30,1.78509
15,HPI US,John Hancock Preferred Income,United States,,2016-12-30,1.47639
16,JPS US,Nuveen Quality Preferred Incom,United States,,2016-12-30,5.35496
17,VBF US,Invesco Bond Fund,United States,,2016-12-30,0.595163
18,PAI US,Western Asset Income Fund,United States,,2016-12-30,0.286282
19,JHI US,John Hancock Invest Trust,United States,,2016-12-30,0.508816
20,GBAB US,Guggenheim Build America Bonds,United States,,2016-12-30,1.06876
21,PIM US,Putnam Master Intermediate Inc,United States,,2016-12-30,1.02581
22,JQC US,Nuveen Credit Strategies Incom,United States,,2016-12-30,4.22247
23,MCR US,Mfs Charter Income Trust,United States,,2016-12-30,1.80546
24,DFP US,Flaherty & Crumrine Dynamic,United States,,2016-12-30,1.28114
25,PSF US,Cohen & Steers Select Prefer,United States,,2016-12-30,0.753385
26,MMT US,Mfs Multimarket Income Trust,United States,,2016-12-30,1.85518
27,JPC US,Nuveen Preferred Income Opport,United States,,2016-12-30,2.70821
28,EVV US,Eaton Vance Limited Duration I,United States,,2016-12-30,6.24074
29,HPF US,John Hancock Preferred Income,United States,,2016-12-30,1.06054
30,ERC US,Wells Fargo Advantage Multi-Se,United States,,2016-12-30,2.07048
31,BIT US,Blackrock Multi-Sector Incom,United States,,2016-12-30,2.53939
32,JGH US,Nuveen Global H-I Fd,United States,,2016-12-30,1.48419
33,MIN US,Mfs Intermediate Income Trust,United States,,2016-12-30,1.83594
34,NBD US,Nuveen Bld Amer Bond Opp Fd,United States,,2016-12-30,0.43334
35,LDP US,Cohen & Steers Limited Durat,United States,,2016-12-30,2.01114
36,GDO US,Western Asset Gl Corp Def Op,United States,,2016-12-30,0.911721
37,IGI US,Western Asset Inv Gra Def Op,United States,,2016-12-30,0.462401
38,KMM US,Deutsche Multi-Market Income T,United States,,2016-12-30,0.662788
39,BBN US,Blackrock Build America Bond T,United States,,2016-12-30,3.4528
40,WEA US,Western Asset Premier Bond,United States,,2016-12-30,0.439721
41,HPS US,John Hancock Preferred Income,United States,,2016-12-30,1.57877
42,DBL US,Doubleline Opportunistic Cre,United States,,2016-12-30,0.687599
43,FAM US,First Trust Aberdeen Global,United States,,2016-12-30,0.742946
44,FAX US,Aberdeen Asia-Pacific Income F,United States,,2016-12-30,4.68151
45,WIW US,Wa/Clay Us Infl-Lkd Opp&Inc,United States,,2016-12-30,2.67347
46,INSI US,Insight Select Income Fund,United States,,2016-12-30,0.589194
47,BHK US,Blackrock Core Bond Trust,United States,,2016-12-30,2.49116
48,BTZ US,Blackrock Credit Allocation In,United States,Financials,2016-12-30,5.62827
49,VGI US,Virtus Global Multi-Sector,United States,,2016-12-30,0.664842
50,FTF US,Franklin Limited Duration Inco,United States,,2016-12-30,1.13526
51,TSI US,Tcw Strategic Income Fund In,United States,,2016-12-30,1.01047
52,PPT US,Putnam Premier Income Trust,United States,,2016-12-30,2.30009
53,RA US,Brookfield Real Assets Incom,United States,,2016-12-30,3.30138
54,GIM US,Templeton Global Income Fund,United States,,2016-12-30,3.52598
55,FLC US,Flah & Crum Total Return Fd,United States,,2016-12-30,0.414741
56,GGM US,Guggenheim Credit Allocation,United States,,2016-12-30,0.357511
0,FFC US,FLAHERTY & CRUMRINE PREFERRED SECURITIES INCOME FUND INC,United States,PREFERRED,2016-09-30,1.79036
1,KMM US,DEUTSCHE MULTI-MARKET INCOME TRUST,United States,INVESTEMENT GRADE,2016-09-30,0.686334
2,PDT US,JOHN HANCOCK PATRIOT PREMIUM DIVIDEND FUND II,United States,PREFERRED,2016-09-30,1.74328
3,MGF US,MFS GOVERNMENT MARKETS INCOME TRUST,United States,GOVERNMENT,2016-09-30,0.500161
4,WIA US,WESTERN ASSET/CLAYMORE INFLATION LINKED SECURITIES & INCOME FUND,United States,GOVERNMENT,2016-09-30,1.34668
5,HPI US,JOHN HANCOCK PREFERRED INCOME FUND,United States,PREFERRED,2016-09-30,1.45409
6,WEA US,WESTERN ASSET PREMIER BOND FUND,United States,INVESTEMENT GRADE,2016-09-30,0.403713
7,HPS US,JOHN HANCOCK PREFERRED INCOME FUND III,United States,PREFERRED,2016-09-30,1.52545
8,MCR US,MFS CHARTER INCOME TRUST,United States,MULTISECTOR,2016-09-30,1.88332
9,JGH US,NUVEEN GLOBAL HIGH INCOME FUND,United States,,2016-09-30,1.50808
10,GDO US,WESTERN AST GLB CORP DEFIND OPPTY CF,United States,INVESTMENT GRADE,2016-09-30,0.948646
11,HTR US,BROOKFIELD TOTAL RETURN FUND INC,United States,MULTISECTOR,2016-09-30,1.13946
12,JPS US,NUVEEN QUALITY PREFERRED INCOME FUND 2,United States,PREFERRED,2016-09-30,4.84629
13,EVG US,EATON VANCE SHORT DURATION DIV,United States,MULTISECTOR,2016-09-30,0.989462
14,VGI US,VIRTUS GLOBAL MULTI-SECTOR INCOME FUND,United States,INVESTEMENT GRADE,2016-09-30,0.722053
15,PSF US,COHEN & STEERS SELECT PREFERRED AND INCOME FUND INC,United States,PREFERRED,2016-09-30,0.688361
16,PIM US,PUTNAM MASTER INTERMEDIATE INCOME CF,United States,MULTISECTOR,2016-09-30,0.912538
17,GIM US,TEMPLETON GLOBAL INCOME FUND,United States,GLOBAL INCOME,2016-09-30,3.40554
18,FLC US,FLAHERTY & CRUMRINE TOTAL RETURN FUND INC,United States,PREFERRED,2016-09-30,0.416167
19,MMT US,MFS MULTIMARKET INCOME TRUST,United States,MULTISECTOR,2016-09-30,1.89844
20,CSI US,CUTWATER SELECT INCOME FUND,United States,INVESTEMENT GRADE,2016-09-30,0.610392
21,JPC US,NUVEEN PREFERRED INCOME OPPORTUNITIES FUND,United States,PREFERRED,2016-09-30,2.4923
22,FAM US,FIRST TRUST/ABERDEEN GLOBAL OPPORTUNITY INCOME FUND,United States,GLOBAL INCOME,2016-09-30,0.823899
23,PCN US,PIMCO CORPORATE & INCOME STRATEGY FUND,United States,INVESTEMENT GRADE,2016-09-30,1.18491
24,BIT US,BLACKROCK MULTI-SECTOR INCOM,United States,INVESTEMENT GRADE,2016-09-30,2.66064
25,DBL US,DOUBLELINE OPPORTUNISTIC CREDIT FUND,United States,INVESTEMENT GRADE,2016-09-30,0.727108
26,NBB US,NUVEEN BUILD AMERICA BOND FUND,United States,MULTISECTOR,2016-09-30,1.49948
27,LDP US,COHEN & STEERS LIMITED DURATION PREFERRED AND INCOME FUND INC,United States,INVESTEMENT GRADE,2016-09-30,2.04289
28,ERC US,EVERGREEN MULTI0SECTOR INCOME FUND,United States,GOVERNMENT,2016-09-30,2.18484
29,BBN US,BLACKROCK BUILD AMERICA BOND TRUST,United States,MULTISECTOR,2016-09-30,3.42852
30,EHI US,WESTERN ASSET GLOBAL HIGH INCOME FUND INC,United States,MULTISECTOR,2016-09-30,1.86125
31,FAX US,ABERDEEN ASIA0PACIFIC INCOME FUND INC,United States,GLOBAL INCOME,2016-09-30,5.40094
32,BLW US,BLACKROCK LIMITED DURATION INC,United States,MULTISECTOR,2016-09-30,2.09396
33,VBF US,INVESCO BOND FUND,United States,MULTISECTOR,2016-09-30,0.629704
34,JHI US,JOHN HANCOCK INVESTORS TRUST,United States,INVESTEMENT GRADE,2016-09-30,0.426087
35,TSI US,TCW STRATEGIC INCOME FUND INC,United States,INVESTEMENT GRADE,2016-09-30,0.932458
36,JPI US,NUVEEN PREFERRED AND INCOME TERM FUND,United States,INVESTEMENT GRADE,2016-09-30,1.34675
37,GGM US,GUGGENHEIM CREDIT ALLOCATION FUND,United States,INVESTEMENT GRADE,2016-09-30,0.302983
38,PPT US,PUTNAM PREMIER INCOME TRUST,United States,MULTISECTOR,2016-09-30,2.31194
39,BOI US,BROOKFIELD MORTGAGE OPPORTUNITY INCOME FUND INC,United States,INVESTEMENT GRADE,2016-09-30,1.37194
40,JQC US,NUVEEN CREDIT STRATEGIES INCOM,United States,PREFERRED,2016-09-30,4.63844
41,BTZ US,BLACKROCK CREDIT ALLOCATION INCOME TRUST,United States,PREFERRED,2016-09-30,5.7361
42,WIW US,WESTERN ASSET/CLAYMORE INFLATION-LINKED OPPORTUNITIES & INCOME FUND,United States,GOVERNMENT,2016-09-30,3.03214
43,IGI US,WESTERN ASSET INVESTMENT GRADE DEFINED OPPORTUNITY TRUST INC,United States,INVESTMENT GRADE,2016-09-30,0.482538
44,NBD US,NUVEEN BUILD AMERICA BOND OPPORTUNITY FUND,United States,GOVERNMENT,2016-09-30,0.460763
45,DFP US,FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND INC,United States,INVESTEMENT GRADE,2016-09-30,1.35512
46,MIN US,MFS INTERMEDIATE INCOME TRUST,United States,GOVERNMENT,2016-09-30,1.89238
47,HPF US,JOHN HANCOCK PREFERRED INCOME FUND II,United States,PREFERRED,2016-09-30,1.02217
48,FTF US,FRANKLIN TEMPLETON LTD DUR INCOME CF,United States,MULTISECTOR,2016-09-30,1.28439
49,BHK US,BLACKROCK CORE BOND TRUST,United States,MULTISECTOR,2016-09-30,2.76088
50,BKT US,BANKINTER SA,United States,MORTGAGE-BACKED,2016-09-30,1.18608
51,GBAB US,GUGGENHEIM BUILD AMERICA BONDS MANAGED DURATION TRUST,United States,INVESTMENT GRADE,2016-09-30,1.0001
52,FPF US,FIRST TRUST INTERMEDIATE DURATION PREFERRED & INCOME FUND,United States,INVESTEMENT GRADE,2016-09-30,3.54873
53,EVV US,EATON VANCE LIMITED DURATION I,United States,MULTISECTOR,2016-09-30,6.4279
54,DUC US,DUFF & PHELPS UTILITY AND CORPORATE BOND TRUST INC,United States,INVESTMENT GRADE,2016-09-30,0.953392
