,date,discount_ratio,discount_value,full_discount_value,full_preminum_value,full_value,preminum_ratio,preminum_value,ratio,value
344,2012-10-05,-1286.17315857,1.72027060098,0.0,0.0,0.0,-368.693168293,-0.649353055506,-992.597469496,1.16872885476
345,2012-10-12,-1186.58473256,-0.801058931189,0.0,0.0,0.0,-386.383288298,-0.993284200106,-945.817262805,-1.00109185935
346,2012-10-19,-1248.36651088,-0.352693769843,0.0,0.0,0.0,-451.892639734,0.489149868774,-1018.04256141,-0.223392542952
347,2012-10-26,-1194.88164387,-0.634333914647,0.0,0.0,0.0,-504.812398042,-2.49770437074,-985.344966357,-0.994501088309
348,2012-11-02,-1139.8868082,0.475239167374,0.0,0.0,0.0,-424.755768032,1.0234490066,-947.403174399,0.488485306174
349,2012-11-09,-1189.0114263,-2.19351268853,0.0,0.0,0.0,-451.985863346,-2.66680051159,-1011.88821995,-2.56529903073
350,2012-11-16,-1351.79182537,-3.11551304705,0.0,0.0,0.0,-750.483305663,-3.59670579871,-1188.24989537,-3.2284158038
351,2012-11-23,-1319.92187027,2.62290796151,0.0,0.0,0.0,-670.791366906,3.95681065895,-1116.22999903,3.39381662915
352,2012-11-30,-1297.5311948,0.773665487431,0.0,0.0,0.0,-526.892992939,-0.317788374931,-1132.7716429,0.398885333048
353,2012-12-07,-1370.95451254,-0.475844858362,0.0,0.0,0.0,-717.79330792,-0.755895778397,-1211.47451788,-0.694346778319
354,2012-12-14,-1370.11204651,0.217136652561,0.0,0.0,0.0,-713.839632639,0.0536414206084,-1201.82318663,0.322020805869
355,2012-12-21,-1421.32073222,-0.592401743559,0.0,0.0,0.0,-702.413219705,1.82761544352,-1210.37249284,-0.187868936768
356,2012-12-28,-1391.71844255,-0.812880584406,0.0,0.0,0.0,-710.547818013,-1.80765010067,-1205.41096552,-1.4874355844
357,2013-01-04,-1256.64093368,4.50603441002,0.0,0.0,0.0,-608.927002719,4.96152623486,-1068.68991209,4.63856970412
358,2013-01-11,-1183.83002275,1.42760336294,0.0,0.0,0.0,-476.368960469,1.76429885129,-980.803895298,1.4985615926
