,contractSymbol,dailyDate1dAgo,dailyHighPrice,dailyLastPrice,dailyLowPrice,dailyOpenInterest,dailyOpenPrice,dailyPreviousPrice,dailyPriceChange,dailyVolume,expiredDate,hasOptions,implied_roll_yeild,main_volume,preminum,root,symbol,symbolCode,symbolType,year_num
GCQ18 (Aug '18),GCQ18 (Aug '18),2017-07-06,1245.4,1244.8,1244.7,2452.0,1244.8,1242.9,1.9,1246,2018-08-16,True,-0.018,False,0.9827281491,GC,GCQ18,FUT,2,1.04109589041
GCV18 (Oct '18),GCV18 (Oct '18),2017-07-06,1249.6,1248.7,1248.7,335.0,1249.6,1246.4,2.3,1,2018-10-16,True,-0.0245,False,0.979658845199,GC,GCV18,FUT,2,1.20821917808
GCZ18 (Dec '18),GCZ18 (Dec '18),2017-07-06,1252.8,1252.8,1251.7,6249.0,1251.7,1250.0,2.8,399,2018-12-16,True,-0.0322,False,0.976452745849,GC,GCZ18,FUT,2,1.37534246575
GCG19 (Feb '19),GCG19 (Feb '19),2017-07-06,1258.1,1256.5,1256.5,4.0,1257.5,1253.7,2.8,2,2019-02-16,True,-0.0405,False,0.973577397533,GC,GCG19,FUT,2,1.54520547945
GCJ19 (Apr '19),GCJ19 (Apr '19),2017-07-06,1260.2,1260.2,1260.2,0.0,0.0,1257.4,2.8,0,2019-04-16,True,-0.0495,False,0.970718933503,GC,GCJ19,FUT,2,1.70684931507
GCM19 (Jun '19),GCM19 (Jun '19),2017-07-06,1263.9,1263.9,1263.9,748.0,0.0,1261.1,2.8,0,2019-06-16,True,-0.0594,False,0.967877205475,GC,GCM19,FUT,2,1.87397260274
GCZ19 (Dec '19),GCZ19 (Dec '19),2017-07-06,1274.4,1274.4,1274.4,2464.0,0.0,1271.6,2.8,0,2019-12-16,True,-0.0926,False,0.959902699309,GC,GCZ19,FUT,2,2.37534246575
GCM20 (Jun '20),GCM20 (Jun '20),2017-07-06,1285.0,1285.0,1285.0,284.0,0.0,1282.2,2.8,0,2020-06-16,True,-0.132,False,0.951984435798,GC,GCM20,FUT,2,2.87671232877
GCZ20 (Dec '20),GCZ20 (Dec '20),2017-07-06,1296.7,1296.7,1296.7,684.0,0.0,1293.9,2.8,2,2020-12-16,True,-0.1787,False,0.943394771343,GC,GCZ20,FUT,2,3.37808219178
GCM21 (Jun '21),GCM21 (Jun '21),2017-07-06,1308.7,1308.7,1308.7,15.0,0.0,1305.9,2.8,0,2021-06-16,True,-0.2302,False,0.934744402843,GC,GCM21,FUT,2,3.87671232877
GCZ21 (Dec '21),GCZ21 (Dec '21),2017-07-06,1321.7,1321.7,1321.7,5.0,0.0,1318.9,2.8,0,2021-12-16,True,-0.2873,False,0.92555042748,GC,GCZ21,FUT,2,4.37808219178
GCM22 (Jun '22),GCM22 (Jun '22),2017-07-06,1334.7,1334.7,1334.7,5.0,0.0,1331.9,2.8,0,2022-06-16,True,-0.3462,False,0.91653555106,GC,GCM22,FUT,2,4.87671232877
GCZ22 (Dec '22),GCZ22 (Dec '22),2017-07-06,1348.7,1348.7,1348.7,5.0,0.0,1345.9,2.8,0,2022-12-16,True,-0.4084,False,0.907021576333,GC,GCZ22,FUT,2,5.37808219178
GCM23 (Jun '23),GCM23 (Jun '23),2017-07-06,1362.7,1362.7,1362.7,0.0,0.0,1359.9,2.8,0,2023-06-16,True,-0.4696,False,0.897703089455,GC,GCM23,FUT,2,5.87671232877
SIY00 (Cash),SIY00 (Cash),2017-07-06,16.101,16.043,15.936,0.0,16.065,16.067,-0.024,0,2017-07-06,True,,False,,SI,SIY00,FUT,2,
SIN17 (Jul '17),SIN17 (Jul '17),2017-07-06,16.015,15.927,15.86,828.0,15.995,15.842,0.085,185,2017-07-16,True,,False,,SI,SIN17,FUT,2,
SIQ17 (Aug '17),SIQ17 (Aug '17),2017-07-06,16.035,15.957,15.895,424.0,16.035,15.872,0.085,124,2017-08-16,True,,False,,SI,SIQ17,FUT,2,
SIU17 (Sep '17),SIU17 (Sep '17),2017-07-06,16.08,15.983,15.91,158618.0,16.055,15.896,0.087,65000,2017-09-16,True,,True,0.0,SI,SIU17,FUT,2,0.0027397260274
SIZ17 (Dec '17),SIZ17 (Dec '17),2017-07-06,16.175,16.085,16.015,41103.0,16.16,15.998,0.087,1177,2017-12-16,True,-0.0018,False,0.993658688219,SI,SIZ17,FUT,2,0.290410958904
SIF18 (Jan '18),SIF18 (Jan '18),2017-07-06,16.12,16.12,16.1,45.0,16.1,16.033,0.087,1,2018-01-16,True,-0.0032,False,0.991501240695,SI,SIF18,FUT,2,0.375342465753
SIH18 (Mar '18),SIH18 (Mar '18),2017-07-06,16.19,16.189,16.15,2373.0,16.165,16.102,0.087,13,2018-03-16,True,-0.0069,False,0.987275310396,SI,SIH18,FUT,2,0.53698630137
SIK18 (May '18),SIK18 (May '18),2017-07-06,16.259,16.259,16.259,1231.0,0.0,16.172,0.087,25,2018-05-16,True,-0.012,False,0.983024786272,SI,SIK18,FUT,2,0.704109589041
SIN18 (Jul '18),SIN18 (Jul '18),2017-07-06,16.37,16.329,16.329,1102.0,16.37,16.242,0.087,20,2018-07-16,True,-0.0185,False,0.978810704881,SI,SIN18,FUT,2,0.871232876712
SIU18 (Sep '18),SIU18 (Sep '18),2017-07-06,16.399,16.399,16.399,21.0,0.0,16.313,0.086,0,2018-09-16,True,-0.0264,False,0.974632599549,SI,SIU18,FUT,2,1.04109589041
SIZ18 (Dec '18),SIZ18 (Dec '18),2017-07-06,16.504,16.504,16.504,1457.0,0.0,16.418,0.086,0,2018-12-16,True,-0.0405,False,0.968431895298,SI,SIZ18,FUT,2,1.2904109589
SIF19 (Jan '19),SIF19 (Jan '19),2017-07-06,16.55,16.55,16.55,39.0,0.0,16.464,0.086,0,2019-01-16,True,-0.0468,False,0.965740181269,SI,SIF19,FUT,2,1.37534246575
SIH19 (Mar '19),SIH19 (Mar '19),2017-07-06,16.59,16.59,16.59,0.0,0.0,16.504,0.086,0,2019-03-16,True,-0.0557,False,0.963411693791,SI,SIH19,FUT,2,1.53698630137
SIK19 (May '19),SIK19 (May '19),2017-07-06,16.622,16.622,16.622,0.0,0.0,16.536,0.086,0,2019-05-16,True,-0.0646,False,0.961556972687,SI,SIK19,FUT,2,1.70410958904
SIN19 (Jul '19),SIN19 (Jul '19),2017-07-06,16.654,16.654,16.654,1.0,0.0,16.568,0.086,0,2019-07-16,True,-0.0741,False,0.959709379128,SI,SIN19,FUT,2,1.87123287671
SIZ19 (Dec '19),SIZ19 (Dec '19),2017-07-06,16.841,16.841,16.841,82.0,0.0,16.755,0.086,0,2019-12-16,True,-0.1129,False,0.949052906597,SI,SIZ19,FUT,2,2.2904109589
SIN20 (Jul '20),SIN20 (Jul '20),2017-07-06,17.063,17.063,17.063,1.0,0.0,16.977,0.086,0,2020-07-16,True,-0.1713,False,0.936705151497,SI,SIN20,FUT,2,2.87397260274
SIZ20 (Dec '20),SIZ20 (Dec '20),2017-07-06,17.267,17.267,17.267,136.0,0.0,17.181,0.086,1,2020-12-16,True,-0.2247,False,0.925638501187,SI,SIZ20,FUT,2,3.29315068493
SIN21 (Jul '21),SIN21 (Jul '21),2017-07-06,17.44,17.44,17.44,0.0,0.0,17.354,0.086,0,2021-07-16,True,-0.2868,False,0.916456422018,SI,SIN21,FUT,2,3.87397260274
SIZ21 (Dec '21),SIZ21 (Dec '21),2017-07-06,17.613,17.613,17.613,0.0,0.0,17.527,0.086,0,2021-12-16,True,-0.3409,False,0.907454720945,SI,SIZ21,FUT,2,4.29315068493
HGY00 (Cash),HGY00 (Cash),2017-07-06,2.6515,2.6515,2.6515,0.0,0.0,2.649,0.0025,0,2017-07-06,True,,False,,HG,HGY00,FUT,2,
HGN17 (Jul '17),HGN17 (Jul '17),2017-07-06,2.6555,2.6515,2.6425,4480.0,2.65,2.649,0.0025,291,2017-07-16,True,,False,,HG,HGN17,FUT,2,
HGQ17 (Aug '17),HGQ17 (Aug '17),2017-07-06,2.6635,2.6555,2.648,3578.0,2.655,2.654,0.0015,96,2017-08-16,True,,False,,HG,HGQ17,FUT,2,
HGU17 (Sep '17),HGU17 (Sep '17),2017-07-06,2.671,2.6615,2.6515,141804.0,2.6615,2.66,0.0015,48769,2017-09-16,True,,True,0.0,HG,HGU17,FUT,2,0.0027397260274
HGV17 (Oct '17),HGV17 (Oct '17),2017-07-06,2.6685,2.6685,2.662,5163.0,2.662,2.667,0.0015,22,2017-10-16,True,-0.0003,False,0.997376803448,HG,HGV17,FUT,2,0.123287671233
HGX17 (Nov '17),HGX17 (Nov '17),2017-07-06,2.675,2.675,2.6695,1437.0,2.671,2.6735,0.0015,7,2017-11-16,True,-0.0011,False,0.994953271028,HG,HGX17,FUT,2,0.208219178082
HGZ17 (Dec '17),HGZ17 (Dec '17),2017-07-06,2.6885,2.68,2.67,69784.0,2.6815,2.6785,0.0015,6077,2017-12-16,True,-0.002,False,0.993097014925,HG,HGZ17,FUT,2,0.290410958904
HGF18 (Jan '18),HGF18 (Jan '18),2017-07-06,2.687,2.6865,2.6865,996.0,2.687,2.685,0.0015,1,2018-01-16,True,-0.0035,False,0.9906942118,HG,HGF18,FUT,2,0.375342465753
HGG18 (Feb '18),HGG18 (Feb '18),2017-07-06,2.6965,2.6905,2.682,1650.0,0.0,2.6885,0.002,0,2018-02-16,True,-0.005,False,0.989221334324,HG,HGG18,FUT,2,0.460273972603
HGH18 (Mar '18),HGH18 (Mar '18),2017-07-06,2.6975,2.6925,2.6855,17659.0,2.6865,2.6905,0.002,2047,2018-03-16,True,-0.0062,False,0.988486536676,HG,HGH18,FUT,2,0.53698630137
HGJ18 (Apr '18),HGJ18 (Apr '18),2017-07-06,2.6975,2.6975,2.6975,1673.0,0.0,2.6955,0.002,0,2018-04-16,True,-0.0083,False,0.986654309546,HG,HGJ18,FUT,2,0.621917808219
HGK18 (May '18),HGK18 (May '18),2017-07-06,2.6995,2.699,2.693,4966.0,2.693,2.697,0.002,401,2018-05-16,True,-0.0098,False,0.986105965172,HG,HGK18,FUT,2,0.704109589041
HGM18 (Jun '18),HGM18 (Jun '18),2017-07-06,2.704,2.704,2.6955,1629.0,0.0,2.702,0.002,4,2018-06-16,True,-0.0124,False,0.984282544379,HG,HGM18,FUT,2,0.78904109589
HGN18 (Jul '18),HGN18 (Jul '18),2017-07-06,2.7055,2.7055,2.701,1858.0,2.702,2.704,0.0015,47,2018-07-16,True,-0.0142,False,0.983736832378,HG,HGN18,FUT,2,0.871232876712
HGQ18 (Aug '18),HGQ18 (Aug '18),2017-07-06,2.71,2.71,2.71,1494.0,0.0,2.7085,0.0015,0,2018-08-16,True,-0.0171,False,0.982103321033,HG,HGQ18,FUT,2,0.956164383562
HGU18 (Sep '18),HGU18 (Sep '18),2017-07-06,2.7115,2.7115,2.7095,2241.0,0.0,2.71,0.0015,0,2018-09-16,True,-0.0192,False,0.981560022128,HG,HGU18,FUT,2,1.04109589041
HGV18 (Oct '18),HGV18 (Oct '18),2017-07-06,2.7145,2.7145,2.7145,1472.0,0.0,2.713,0.0015,0,2018-10-16,True,-0.0219,False,0.98047522564,HG,HGV18,FUT,2,1.12328767123
HGX18 (Nov '18),HGX18 (Nov '18),2017-07-06,2.715,2.715,2.715,1472.0,0.0,2.7135,0.0015,0,2018-11-16,True,-0.0238,False,0.9802946593,HG,HGX18,FUT,2,1.20821917808
HGZ18 (Dec '18),HGZ18 (Dec '18),2017-07-06,2.7155,2.7155,2.7155,4800.0,0.0,2.714,0.0015,0,2018-12-16,True,-0.0256,False,0.980114159455,HG,HGZ18,FUT,2,1.2904109589
HGF19 (Jan '19),HGF19 (Jan '19),2017-07-06,2.717,2.717,2.717,135.0,0.0,2.7155,0.0015,0,2019-01-16,True,-0.028,False,0.97957305852,HG,HGF19,FUT,2,1.37534246575
HGG19 (Feb '19),HGG19 (Feb '19),2017-07-06,2.718,2.718,2.718,0.0,0.0,2.7165,0.0015,0,2019-02-16,True,-0.0302,False,0.979212656365,HG,HGG19,FUT,2,1.4602739726
HGH19 (Mar '19),HGH19 (Mar '19),2017-07-06,2.719,2.719,2.719,98.0,0.0,2.7175,0.0015,0,2019-03-16,True,-0.0323,False,0.978852519309,HG,HGH19,FUT,2,1.53698630137
HGJ19 (Apr '19),HGJ19 (Apr '19),2017-07-06,2.7195,2.7195,2.7195,0.0,0.0,2.718,0.0015,0,2019-04-16,True,-0.0344,False,0.978672550101,HG,HGJ19,FUT,2,1.62191780822
HGK19 (May '19),HGK19 (May '19),2017-07-06,2.72,2.72,2.72,0.0,0.0,2.7185,0.0015,0,2019-05-16,True,-0.0364,False,0.978492647059,HG,HGK19,FUT,2,1.70410958904
HGM19 (Jun '19),HGM19 (Jun '19),2017-07-06,2.7205,2.7205,2.7205,0.0,0.0,2.719,0.0015,0,2019-06-16,True,-0.0385,False,0.978312810145,HG,HGM19,FUT,2,1.78904109589
HGN19 (Jul '19),HGN19 (Jul '19),2017-07-06,2.7205,2.7205,2.7205,0.0,0.0,2.719,0.0015,0,2019-07-16,True,-0.0402,False,0.978312810145,HG,HGN19,FUT,2,1.87123287671
HGU19 (Sep '19),HGU19 (Sep '19),2017-07-06,2.721,2.721,2.721,0.0,0.0,2.7195,0.0015,0,2019-09-16,True,-0.0441,False,0.978133039324,HG,HGU19,FUT,2,2.04109589041
HGZ19 (Dec '19),HGZ19 (Dec '19),2017-07-06,2.722,2.722,2.722,5.0,0.0,2.7205,0.0015,0,2019-12-16,True,-0.0502,False,0.977773695812,HG,HGZ19,FUT,2,2.2904109589
HGH20 (Mar '20),HGH20 (Mar '20),2017-07-06,2.723,2.723,2.723,0.0,0.0,2.7215,0.0015,0,2020-03-16,True,-0.0564,False,0.977414616232,HG,HGH20,FUT,2,2.5397260274
HGK20 (May '20),HGK20 (May '20),2017-07-06,2.7235,2.7235,2.7235,0.0,0.0,2.722,0.0015,0,2020-05-16,True,-0.0604,False,0.977235175326,HG,HGK20,FUT,2,2.70684931507
HGN20 (Jul '20),HGN20 (Jul '20),2017-07-06,2.724,2.724,2.724,0.0,0.0,2.7225,0.0015,0,2020-07-16,True,-0.0645,False,0.977055800294,HG,HGN20,FUT,2,2.87397260274
HGU20 (Sep '20),HGU20 (Sep '20),2017-07-06,2.7245,2.7245,2.7245,0.0,0.0,2.723,0.0015,0,2020-09-16,True,-0.0687,False,0.976876491099,HG,HGU20,FUT,2,3.04383561644
HGZ20 (Dec '20),HGZ20 (Dec '20),2017-07-06,2.725,2.725,2.725,1.0,0.0,2.7235,0.0015,0,2020-12-16,True,-0.0747,False,0.976697247706,HG,HGZ20,FUT,2,3.29315068493
HGH21 (Mar '21),HGH21 (Mar '21),2017-07-06,2.7255,2.7255,2.7255,1.0,0.0,2.724,0.0015,0,2021-03-16,True,-0.0807,False,0.976518070079,HG,HGH21,FUT,2,3.5397260274
HGK21 (May '21),HGK21 (May '21),2017-07-06,2.726,2.726,2.726,0.0,0.0,2.7245,0.0015,0,2021-05-16,True,-0.0849,False,0.97633895818,HG,HGK21,FUT,2,3.70684931507
HGN21 (Jul '21),HGN21 (Jul '21),2017-07-06,2.7265,2.7265,2.7265,0.0,0.0,2.725,0.0015,0,2021-07-16,True,-0.0892,False,0.976159911975,HG,HGN21,FUT,2,3.87397260274
HGU21 (Sep '21),HGU21 (Sep '21),2017-07-06,2.727,2.727,2.727,0.0,0.0,2.7255,0.0015,0,2021-09-16,True,-0.0936,False,0.975980931426,HG,HGU21,FUT,2,4.04383561644
HGZ21 (Dec '21),HGZ21 (Dec '21),2017-07-06,2.7275,2.7275,2.7275,0.0,0.0,2.726,0.0015,0,2021-12-16,True,-0.0998,False,0.975802016499,HG,HGZ21,FUT,2,4.29315068493
HGH22 (Mar '22),HGH22 (Mar '22),2017-07-06,2.728,2.728,2.728,0.0,0.0,2.7265,0.0015,0,2022-03-16,True,-0.106,False,0.975623167155,HG,HGH22,FUT,2,4.5397260274
HGK22 (May '22),HGK22 (May '22),2017-07-06,2.7285,2.7285,2.7285,0.0,0.0,2.727,0.0015,0,2022-05-16,True,-0.1104,False,0.975444383361,HG,HGK22,FUT,2,4.70684931507
PLY00 (Cash),PLY00 (Cash),2017-07-06,910.71,909.55,903.07,0.0,910.0,909.19,0.36,0,2017-07-06,True,,False,,PL,PLY00,FUT,2,
PLN17 (Jul '17),PLN17 (Jul '17),2017-07-06,909.4,907.2,904.9,89.0,906.5,905.7,1.5,23,2017-07-16,True,,False,,PL,PLN17,FUT,2,
PLQ17 (Aug '17),PLQ17 (Aug '17),2017-07-06,909.5,908.0,904.5,97.0,909.1,906.7,1.3,20,2017-08-16,True,,False,,PL,PLQ17,FUT,2,
PLU17 (Sep '17),PLU17 (Sep '17),2017-07-06,908.7,908.7,908.7,3.0,0.0,907.3,1.4,0,2017-09-16,True,,False,,PL,PLU17,FUT,2,
PLV17 (Oct '17),PLV17 (Oct '17),2017-07-06,913.5,910.3,906.0,69013.0,912.0,908.8,1.5,9776,2017-10-16,True,,True,0.0,PL,PLV17,FUT,2,0.0027397260274
PLF18 (Jan '18),PLF18 (Jan '18),2017-07-06,915.7,913.4,911.4,3639.0,915.7,912.2,1.2,232,2018-01-16,True,-0.001,False,0.996606087147,PL,PLF18,FUT,2,0.293150684932
PLJ18 (Apr '18),PLJ18 (Apr '18),2017-07-06,917.3,917.2,915.1,58.0,915.1,915.5,1.7,2,2018-04-16,True,-0.0041,False,0.99247710423,PL,PLJ18,FUT,2,0.539726027397
PLN18 (Jul '18),PLN18 (Jul '18),2017-07-06,923.7,923.7,923.7,117.0,0.0,921.9,1.8,0,2018-07-16,True,-0.0115,False,0.985493125474,PL,PLN18,FUT,2,0.78904109589
PAY00 (Cash),PAY00 (Cash),2017-07-06,843.22,832.71,828.95,0.0,840.5,838.4,-5.69,0,2017-07-06,True,,False,,PA,PAY00,FUT,2,
PAN17 (Jul '17),PAN17 (Jul '17),2017-07-06,844.2,844.2,837.9,8.0,837.9,846.75,-2.55,1,2017-07-16,True,,False,,PA,PAN17,FUT,2,
PAQ17 (Aug '17),PAQ17 (Aug '17),2017-07-06,837.65,837.65,837.65,4.0,0.0,836.25,1.4,0,2017-08-16,True,,False,,PA,PAQ17,FUT,2,
PAU17 (Sep '17),PAU17 (Sep '17),2017-07-06,843.25,832.2,827.5,30862.0,836.5,834.4,-2.2,3401,2017-09-16,True,,True,0.0,PA,PAU17,FUT,2,0.0027397260274
PAZ17 (Dec '17),PAZ17 (Dec '17),2017-07-06,837.95,828.8,824.85,2829.0,834.3,830.4,-1.6,173,2017-12-16,True,0.0012,False,1.0041023166,PA,PAZ17,FUT,2,0.290410958904
PAH18 (Mar '18),PAH18 (Mar '18),2017-07-06,822.6,822.6,821.1,137.0,821.1,824.7,-2.1,2,2018-03-16,True,0.0062,False,1.01167031364,PA,PAH18,FUT,2,0.53698630137
PAM18 (Jun '18),PAM18 (Jun '18),2017-07-06,817.65,817.65,817.65,16.0,0.0,819.75,-2.1,0,2018-06-16,True,0.014,False,1.01779490002,PA,PAM18,FUT,2,0.78904109589
PAU18 (Sep '18),PAU18 (Sep '18),2017-07-06,812.65,812.65,812.65,0.0,0.0,814.75,-2.1,0,2018-09-16,True,0.0251,False,1.02405709715,PA,PAU18,FUT,2,1.04109589041
CTY00 (Cash),CTY00 (Cash),2017-07-06,67.97,67.97,67.97,0.0,0.0,67.51,0.46,0,2017-07-06,True,,False,,CT,CTY00,FUT,2,
CTV17 (Oct '17),CTV17 (Oct '17),2017-07-06,69.47,69.47,68.5,216.0,68.5,69.01,0.46,7,2017-10-16,True,,False,,CT,CTV17,FUT,2,
CTZ17 (Dec '17),CTZ17 (Dec '17),2017-07-06,68.44,68.35,67.21,161542.0,67.73,67.66,0.69,15481,2017-12-16,True,,True,0.0,CT,CTZ17,FUT,2,0.0027397260274
CTH18 (Mar '18),CTH18 (Mar '18),2017-07-06,68.15,68.12,66.99,30112.0,67.4,67.34,0.78,4052,2018-03-16,True,0.001,False,1.0033763946,CT,CTH18,FUT,2,0.287671232877
CTK18 (May '18),CTK18 (May '18),2017-07-06,68.47,68.45,67.5,4415.0,67.93,67.81,0.64,463,2018-05-16,True,-0.0007,False,0.99853907962,CT,CTK18,FUT,2,0.454794520548
CTN18 (Jul '18),CTN18 (Jul '18),2017-07-06,68.81,68.81,68.3,4486.0,68.44,68.31,0.5,130,2018-07-16,True,-0.0042,False,0.993314925156,CT,CTN18,FUT,2,0.621917808219
CTV18 (Oct '18),CTV18 (Oct '18),2017-07-06,66.92,66.92,66.92,1.0,0.0,66.57,0.35,0,2018-10-16,True,0.0187,False,1.02136879857,CT,CTV18,FUT,2,0.87397260274
CTZ18 (Dec '18),CTZ18 (Dec '18),2017-07-06,67.7,67.68,67.25,6352.0,67.4,67.46,0.22,62,2018-12-16,True,0.0103,False,1.00989952719,CT,CTZ18,FUT,2,1.04109589041
CTH19 (Mar '19),CTH19 (Mar '19),2017-07-06,68.3,68.3,68.3,158.0,0.0,68.08,0.22,0,2019-03-16,True,0.0009,False,1.00073206442,CT,CTH19,FUT,2,1.28767123288
CTK19 (May '19),CTK19 (May '19),2017-07-06,68.83,68.83,68.83,0.0,0.0,68.61,0.22,0,2019-05-16,True,-0.0101,False,0.993026296673,CT,CTK19,FUT,2,1.45479452055
CTN19 (Jul '19),CTN19 (Jul '19),2017-07-06,68.87,68.87,68.87,73.0,0.0,68.65,0.22,0,2019-07-16,True,-0.0122,False,0.992449542617,CT,CTN19,FUT,2,1.62191780822
CTV19 (Oct '19),CTV19 (Oct '19),2017-07-06,68.91,68.91,68.91,0.0,0.0,68.69,0.22,0,2019-10-16,True,-0.0152,False,0.991873458134,CT,CTV19,FUT,2,1.87397260274
CTZ19 (Dec '19),CTZ19 (Dec '19),2017-07-06,68.95,68.95,68.95,0.0,0.0,68.73,0.22,0,2019-12-16,True,-0.0177,False,0.991298042059,CT,CTZ19,FUT,2,2.04109589041
CTH20 (Mar '20),CTH20 (Mar '20),2017-07-06,69.01,69.01,69.01,0.0,0.0,68.79,0.22,0,2020-03-16,True,-0.0218,False,0.990436168671,CT,CTH20,FUT,2,2.2904109589
CTK20 (May '20),CTK20 (May '20),2017-07-06,69.01,69.01,69.01,0.0,0.0,68.79,0.22,0,2020-05-16,True,-0.0233,False,0.990436168671,CT,CTK20,FUT,2,2.45753424658
OJN17 (Jul '17),OJN17 (Jul '17),2017-07-06,137.7,134.8,134.8,22.0,137.7,137.5,-2.7,1,2017-07-16,True,,False,,OJ,OJN17,FUT,2,
OJU17 (Sep '17),OJU17 (Sep '17),2017-07-06,141.15,136.8,135.5,7188.0,140.05,139.35,-2.55,532,2017-09-16,True,,True,0.0,OJ,OJU17,FUT,2,0.0027397260274
OJX17 (Nov '17),OJX17 (Nov '17),2017-07-06,140.0,136.0,135.35,1785.0,139.9,138.4,-2.4,87,2017-11-16,True,0.0012,False,1.00588235294,OJ,OJX17,FUT,2,0.208219178082
OJF18 (Jan '18),OJF18 (Jan '18),2017-07-06,141.2,137.4,137.35,889.0,141.2,139.7,-2.3,48,2018-01-16,True,-0.0016,False,0.995633187773,OJ,OJF18,FUT,2,0.375342465753
OJH18 (Mar '18),OJH18 (Mar '18),2017-07-06,138.7,138.7,138.5,281.0,138.5,140.85,-2.15,1,2018-03-16,True,-0.0074,False,0.986301369863,OJ,OJH18,FUT,2,0.53698630137
OJK18 (May '18),OJK18 (May '18),2017-07-06,139.2,139.2,139.2,162.0,0.0,141.45,-2.25,0,2018-05-16,True,-0.0122,False,0.98275862069,OJ,OJK18,FUT,2,0.704109589041
OJN18 (Jul '18),OJN18 (Jul '18),2017-07-06,142.4,142.4,142.4,0.0,0.0,144.65,-2.25,0,2018-07-16,True,-0.0344,False,0.960674157303,OJ,OJN18,FUT,2,0.871232876712
OJU18 (Sep '18),OJU18 (Sep '18),2017-07-06,142.85,142.85,142.85,0.0,0.0,145.1,-2.25,0,2018-09-16,True,-0.0441,False,0.957647882394,OJ,OJU18,FUT,2,1.04109589041
OJX18 (Nov '18),OJX18 (Nov '18),2017-07-06,143.3,143.3,143.3,0.0,0.0,145.55,-2.25,0,2018-11-16,True,-0.0545,False,0.954640614096,OJ,OJX18,FUT,2,1.20821917808
OJF19 (Jan '19),OJF19 (Jan '19),2017-07-06,143.75,143.75,143.75,0.0,0.0,146.0,-2.25,0,2019-01-16,True,-0.0659,False,0.951652173913,OJ,OJF19,FUT,2,1.37534246575
OJH19 (Mar '19),OJH19 (Mar '19),2017-07-06,144.2,144.2,144.2,0.0,0.0,146.45,-2.25,0,2019-03-16,True,-0.0778,False,0.948682385576,OJ,OJH19,FUT,2,1.53698630137
OJK19 (May '19),OJK19 (May '19),2017-07-06,144.65,144.65,144.65,0.0,0.0,146.9,-2.25,0,2019-05-16,True,-0.0907,False,0.945731075009,OJ,OJK19,FUT,2,1.70410958904
OJN19 (Jul '19),OJN19 (Jul '19),2017-07-06,144.75,144.75,144.75,0.0,0.0,147.0,-2.25,0,2019-07-16,True,-0.1003,False,0.945077720207,OJ,OJN19,FUT,2,1.87123287671
OJU19 (Sep '19),OJU19 (Sep '19),2017-07-06,144.85,144.85,144.85,0.0,0.0,147.1,-2.25,0,2019-09-16,True,-0.1102,False,0.944425267518,OJ,OJU19,FUT,2,2.04109589041
OJX19 (Nov '19),OJX19 (Nov '19),2017-07-06,144.95,144.95,144.95,0.0,0.0,147.2,-2.25,0,2019-11-16,True,-0.12,False,0.943773715074,OJ,OJX19,FUT,2,2.20821917808
OJF20 (Jan '20),OJF20 (Jan '20),2017-07-06,145.05,145.05,145.05,0.0,0.0,147.3,-2.25,0,2020-01-16,True,-0.1299,False,0.943123061013,OJ,OJF20,FUT,2,2.37534246575
OJH20 (Mar '20),OJH20 (Mar '20),2017-07-06,145.15,145.15,145.15,0.0,0.0,147.4,-2.25,0,2020-03-16,True,-0.1397,False,0.942473303479,OJ,OJH20,FUT,2,2.5397260274
OJK20 (May '20),OJK20 (May '20),2017-07-06,145.25,145.25,145.25,0.0,0.0,147.5,-2.25,0,2020-05-16,True,-0.1498,False,0.94182444062,OJ,OJK20,FUT,2,2.70684931507
KCY00 (Cash),KCY00 (Cash),2017-07-06,149.6,149.6,149.6,0.0,0.0,147.4,2.2,0,2017-07-06,True,,False,,KC,KCY00,FUT,2,
KCN17 (Jul '17),KCN17 (Jul '17),2017-07-06,126.75,126.75,126.75,49.0,0.0,127.65,-0.9,0,2017-07-16,True,,False,,KC,KCN17,FUT,2,
KCU17 (Sep '17),KCU17 (Sep '17),2017-07-06,131.3,129.1,127.55,119134.0,129.7,130.0,-0.9,19133,2017-09-16,True,,True,0.0,KC,KCU17,FUT,2,0.0027397260274
KCZ17 (Dec '17),KCZ17 (Dec '17),2017-07-06,134.65,132.6,131.05,50354.0,133.1,133.4,-0.8,6008,2017-12-16,True,-0.0077,False,0.973604826546,KC,KCZ17,FUT,2,0.290410958904
KCH18 (Mar '18),KCH18 (Mar '18),2017-07-06,138.1,136.05,134.55,22281.0,136.5,136.8,-0.75,1953,2018-03-16,True,-0.0278,False,0.948915839765,KC,KCH18,FUT,2,0.53698630137
KCK18 (May '18),KCK18 (May '18),2017-07-06,140.2,138.35,136.8,14902.0,138.75,139.1,-0.75,1619,2018-05-16,True,-0.0476,False,0.933140585472,KC,KCK18,FUT,2,0.704109589041
KCN18 (Jul '18),KCN18 (Jul '18),2017-07-06,142.4,140.55,139.0,4720.0,140.95,141.3,-0.75,477,2018-07-16,True,-0.0714,False,0.91853432942,KC,KCN18,FUT,2,0.871232876712
KCU18 (Sep '18),KCU18 (Sep '18),2017-07-06,144.45,142.6,141.15,5088.0,143.65,143.35,-0.75,170,2018-09-16,True,-0.0984,False,0.905329593268,KC,KCU18,FUT,2,1.04109589041
